"Sex","Age","P_ID","Questions","Value"
1,45,848301,"TV21","止められない、勢いで"
1,37,343791,"TV21","押し寄せる、突発的だ、危険"
1,55,171098,"TV21","群衆、大量"
1,34,615315,"TV21","止まらない、勢いがある"
1,30,211056,"TV21","突発的だ、激しい"
1,33,837258,"TV21","止まらない、大量の、力強い"
1,40,236761,"TV21","多い、怖い、長い"
1,32,479382,"TV21","群衆、一度起こると止められない"
1,31,177114,"TV21","怖い、痛い、立ちはだかる"
2,35,487568,"TV21","勢いのある、危険だ"
1,39,131627,"TV21","多い、恐ろしい"
2,30,214891,"TV21","激しい、危険だ"
2,42,938806,"TV21","危険な、激しい"
1,51,459279,"TV21","連鎖的な、抗えない、高圧的な"
2,42,618221,"TV22","不気味な、悪い"
2,38,854398,"TV22","怖い、大きい、絶望だ"
1,44,596296,"TV22","怖い、不安だ、怪しい"
1,28,714743,"TV22","触れづらい、取れない、大きい"
1,44,966384,"TV22","怪しい、除外できない、煩わしい"
2,28,619505,"TV22","悪影響だ、悪い"
1,44,926083,"TV22","怪しい、固い、腫れる"
1,25,643750,"TV22","重い、苦しい、疑い"
2,30,834992,"TV22","悪い、怪しむ"
2,46,596744,"TV22","膿、悪"
1,34,229654,"TV22","怖い、汚い、怪しい"
1,43,687473,"TV22","悲しい、苦しい"
1,45,214246,"TV22","広がる、止まらない、恐ろしい"
1,50,974184,"TV22","治りにくい、膨らむ"
2,25,813515,"TV22","取り除きたい、気持ち悪い、すっきりしない"
1,40,268448,"TV22","こわい、わからない"
1,41,619118,"TV22","あやしい、痛い"
2,53,379880,"TV22","邪魔だ、悪だ、忌々しい"
1,51,697066,"TV22","膿、死、悪性"
2,43,695517,"TV22","怖い、疑心暗鬼"
1,36,450316,"TV22","塞ぐ、差し支える、張り付く"
2,47,842234,"TV22","できものだ、膨れてくる、やっかいだ"
1,57,992477,"TV22","疑わしい、見たくないような"
1,43,864699,"TV22","黒い　大きな　深い"
2,47,517718,"TV22","怖い、破裂する"
2,39,453182,"TV22","悪い、固い"
2,38,737833,"TV22","怪しさ、胡散臭さ"
2,49,650129,"TV22","悪い、不安だ、心配だ"
1,35,132018,"TV22","取りたい、痛い、邪魔だ"
1,30,372370,"TV22","邪魔な、膨れ上がる"
2,46,417966,"TV22","怪しい、疑わしい、痛い"
1,39,541460,"TV22","大きくなる、発生する"
2,38,919589,"TV22","あやしい、膨らむ"
1,63,783967,"TV22","残る、晴れない"
2,29,372821,"TV22","思いもよらない、厄介だ、鬱陶しい"
1,45,848301,"TV22","恐ろしい、どうにもならない"
1,37,343791,"TV22","隠れている、命取り、時限爆弾"
1,55,171098,"TV22","大きくなる、不必要"
1,34,615315,"TV22","邪魔な、不要な"
1,30,211056,"TV22","悪い、巣くっている"
1,33,837258,"TV22","不快な、重い"
1,40,236761,"TV22","湧き上がる、悪い"
1,32,479382,"TV22","触れたがらない、痛々しい"
1,31,177114,"TV22","怖い、痛い、深い"
2,35,487568,"TV22","なくならない、悪い"
1,39,131627,"TV22","痛々しい、怪しい"
2,30,214891,"TV22","異物だ、煩わしい"
2,42,938806,"TV22","かたい、怖い"
1,51,459279,"TV22","不安な、恐ろしい、未知の"
2,42,618221,"TV23","しんどい、つらい"
2,38,854398,"TV23","しんどい、苦しい、疲れる"
1,44,596296,"TV23","ゆっくり、着実に、正しい"
1,28,714743,"TV23","積み上げる、順序を積む"
1,44,966384,"TV23","順序だった、徐々に、登る"
2,28,619505,"TV23","地道だ、段階的な"
1,44,926083,"TV23","教わる、長い、疲れる"
1,25,643750,"TV23","厳しい、辛い、苦しい"
2,30,834992,"TV23","積み重ねる、重要な"
2,46,596744,"TV23","こつこつと、じっくり、忍耐"
1,34,229654,"TV23","リニアな、線形な"
1,43,687473,"TV23","難しい、つらい"
1,45,214246,"TV23","高層だ、前進だ、未来だ"
1,50,974184,"TV23","難しい、上りにくい"
2,25,813515,"TV23","時間がかかる、着実に上る"
1,40,268448,"TV23","とおい、つらい"
1,41,619118,"TV23","高い、段階的だ"
2,53,379880,"TV23","大きい、上る、遠い"
1,51,697066,"TV23","上がる、少しづつ、登る"
2,43,695517,"TV23","少しずつ、長期"
1,36,450316,"TV23","上る、疲れる、高い"
2,47,842234,"TV23","ステップだ、上る、順番だ"
1,57,992477,"TV23","遅い、進まない"
1,43,864699,"TV23","長い　遠い　何処までも続く"
2,47,517718,"TV23","上り詰める、成長する"
2,39,453182,"TV23","積み上げる、高い"
2,38,737833,"TV23","段階的な、遠い"
2,49,650129,"TV23","上がる、下がる、留まる"
1,35,132018,"TV23","上る、疲れる、厳しい"
1,30,372370,"TV23","積み上げる、基礎的な"
2,46,417966,"TV23","険しい、辛い、厳しい"
1,39,541460,"TV23","登る、成長する"
2,38,919589,"TV23","順番、段階的"
1,63,783967,"TV23","一段ずつ、昇る、積み上げる"
2,29,372821,"TV23","段階的だ、確実だ"
1,45,848301,"TV23","先の長い、地道な"
1,37,343791,"TV23","順番、一歩ずつ、学び続ける"
1,55,171098,"TV23","登る、一歩づつ"
1,34,615315,"TV23","険しい、こつこつと"
1,30,211056,"TV23","登る、地道だ"
1,33,837258,"TV23","こつこつと、規則通りの、長い"
1,40,236761,"TV23","長い、歩く"
1,32,479382,"TV23","登っていく、極める"
1,31,177114,"TV23","難しい、高い、長い"
2,35,487568,"TV23","積み重ねる、疲れる、大変だ"
1,39,131627,"TV23","進んだ、丁寧だ"
2,30,214891,"TV23","計画的だ、昇る"
2,42,938806,"TV23","疲れる、高い"
1,51,459279,"TV23","成長する、登る、飛躍する"
2,42,618221,"TV24","かすかな、やわらかい"
2,38,854398,"TV24","小さい、重い"
1,44,596296,"TV24","優しい、ゆっくり、小さい"
1,28,714743,"TV24","弱い、わずかな"
1,44,966384,"TV24","かすかな、わずかな、少し"
2,28,619505,"TV24","静かだ、ささやかな"
1,44,926083,"TV24","穏やか、心地よい、爽やか"
1,25,643750,"TV24","弱々しい、薄い、軟弱だ"
2,30,834992,"TV24","かすかな、弱い"
2,46,596744,"TV24","そよ風、無風"
1,34,229654,"TV24","優しい、繊細な、生命力がある"
1,43,687473,"TV24","優しい、静かだ"
1,45,214246,"TV24","涼しい、爽やかだ、浅い"
1,50,974184,"TV24","心地よい、爽やかだ"
2,25,813515,"TV24","静かな、優しい"
1,40,268448,"TV24","くさい、苦しい"
1,41,619118,"TV24","くすぐったい、生暖かい"
2,53,379880,"TV24","軽い、易しい、容易だ"
1,51,697066,"TV24","弱風、ため息"
2,43,695517,"TV24","弱い、細々しい"
1,36,450316,"TV24","こそばゆい、弱い、小さい"
2,47,842234,"TV24","一瞬だ、心地よい、あっという間だ"
1,57,992477,"TV24","なまめかしい、色っぽい"
1,43,864699,"TV24","優しい　くすぐるような　頬を掠める"
2,47,517718,"TV24","甘い、くすぐったい"
2,39,453182,"TV24","ささやかだ、少ない"
2,38,737833,"TV24","軽やか、軽い"
2,49,650129,"TV24","軽やか、弱い、儚い"
1,35,132018,"TV24","優しい、気持ちいい"
1,30,372370,"TV24","吹く、優しい、心地よい"
2,46,417966,"TV24","わずかだ、小さい、儚い"
1,39,541460,"TV24","弱い、がっかりする"
2,38,919589,"TV24","弱々しい、か弱い"
1,63,783967,"TV24","柔らかい、心地よい、うっとりする"
2,29,372821,"TV24","優しい、穏やか"
1,45,848301,"TV24","ごくわずかな、微量の"
1,37,343791,"TV24","こぼれる、ほのかに"
1,55,171098,"TV24","弱い、柔らかい"
1,34,615315,"TV24","微かな、ふわりと"
1,30,211056,"TV24","ささやかだ、少ない"
1,33,837258,"TV24","弱々しい、静かな、悲しい"
1,40,236761,"TV24","弱い、軽い、"
1,32,479382,"TV24","微か、あるのかないのかわからない"
1,31,177114,"TV24","甘い、長い、小さい"
2,35,487568,"TV24","あたたかい、やわらかい"
1,39,131627,"TV24","よどんだ、白々しい"
2,30,214891,"TV24","静かだ、優しい"
2,42,938806,"TV24","小さい、静かだ"
1,51,459279,"TV24","優しい、包まれる、マクロな"
2,42,618221,"TV25","強い、たくましい"
2,38,854398,"TV25","動かない、頑固だ"
1,44,596296,"TV25","大きい、偉大だ、三角"
1,28,714743,"TV25","巨大な、大きい、敵わない"
1,44,966384,"TV25","偉大だ、大きい、動かない"
2,28,619505,"TV25","大きい、広い"
1,44,926083,"TV25","高い、急だ、偉い"
1,25,643750,"TV25","大きい、偉大だ"
2,30,834992,"TV25","堂々とした、思い、ずっしりとした"
2,46,596744,"TV25","壁、偉大"
1,34,229654,"TV25","壮大な、大きい、高い"
1,43,687473,"TV25","大きい、重い"
1,45,214246,"TV25","高い、遠い、大きい"
1,50,974184,"TV25","偉い、神々しい"
2,25,813515,"TV25","偉い、傲慢な、偉大"
1,40,268448,"TV25","恐れ多い、つよい"
1,41,619118,"TV25","高い、大きい"
2,53,379880,"TV25","大きい、強い、美しい"
1,51,697066,"TV25","一番、　大きい、偉い"
2,43,695517,"TV25","恐ろしい、雪山"
1,36,450316,"TV25","偉い、落ち着き、重々しい"
2,47,842234,"TV25","立ちはだかる、強い、どっしりしている"
1,57,992477,"TV25","絶対的だ、高い"
1,43,864699,"TV25","気高き　ひれ伏させる　大きい"
2,47,517718,"TV25","どっしりだ、頼れる"
2,39,453182,"TV25","動かない、えらい"
2,38,737833,"TV25","大きな、迫力がある"
2,49,650129,"TV25","大きい、高い、怖い"
1,35,132018,"TV25","強い、偉大だ、高い"
1,30,372370,"TV25","大きな、寛大な、雄大な"
2,46,417966,"TV25","大きい、荒々しい、でかい"
1,39,541460,"TV25","偉い、大きい"
2,38,919589,"TV25","荘厳、威厳"
1,63,783967,"TV25","大きい、抱かれる、敵わない"
2,29,372821,"TV25","不変だ、自然だ"
1,45,848301,"TV25","どっかりと、大きな"
1,37,343791,"TV25","神々しい、一番、立派"
1,55,171098,"TV25","存在感、大きい"
1,34,615315,"TV25","高い、偉そうな"
1,30,211056,"TV25","大きい、壮大だ"
1,33,837258,"TV25","しっかりとしてる、屈強な、威厳がある"
1,40,236761,"TV25","高い、強い"
1,32,479382,"TV25","不動、絶対的"
1,31,177114,"TV25","高い、立ちはだかる、大きい"
2,35,487568,"TV25","大きい、動かない"
1,39,131627,"TV25","高い、えらい"
2,30,214891,"TV25","雄大だ、安定"
2,42,938806,"TV25","偉い、上品だ"
1,51,459279,"TV25","強大な、不動の、絶対的な"
2,42,618221,"TV26","苦しい、耐えがたい"
2,38,854398,"TV26","きつい、厳しい、辛い"
1,44,596296,"TV26","暗い、怖い、不安"
1,28,714743,"TV26","働く、巨大な"
1,44,966384,"TV26","苦痛だ、光が無い、閉じている"
2,28,619505,"TV26","過酷な、辛い"
1,44,926083,"TV26","忙しい、暇だ、つらい"
1,25,643750,"TV26","辛い、苦しい、厳しい"
2,30,834992,"TV26","大変だ、苦労する"
2,46,596744,"TV26","強制、不自由な"
1,34,229654,"TV26","きつい、難しい、肉体的な"
1,43,687473,"TV26","暗い、厳しい"
1,45,214246,"TV26","地獄だ、辛い、苦しい"
1,50,974184,"TV26","忙しい、しんどい"
2,25,813515,"TV26","苦痛、めんどくさい"
1,40,268448,"TV26","つらい、きびしい"
1,41,619118,"TV26","辛い、固い"
2,53,379880,"TV26","孤独だ、厳しい、苦しい"
1,51,697066,"TV26","暗闇、出れない、自由がない"
2,43,695517,"TV26","ブラック企業、違法就労"
1,36,450316,"TV26","囚われる、押し込める、息苦しい"
2,47,842234,"TV26","苦しい、辛い、休めない"
1,57,992477,"TV26","つらい、頑張る"
1,43,864699,"TV26","逃げれない　縛られた"
2,47,517718,"TV26","苦痛だ、閉じ込められている"
2,39,453182,"TV26","高い、固い"
2,38,737833,"TV26","不自由な、奴隷的な"
2,49,650129,"TV26","辛い、暗い、狭い"
1,35,132018,"TV26","きつい、出たい"
1,30,372370,"TV26","縛る、繰り返す、憂鬱な"
2,46,417966,"TV26","辛い、怖い、厳しい"
1,39,541460,"TV26","閉じ込める、苦しい"
2,38,919589,"TV26","監禁、地獄"
1,63,783967,"TV26","拘束される、逃れられない、閉じ込められる"
2,29,372821,"TV26","辛い、しんどい、地獄だ"
1,45,848301,"TV26","永遠に続く、地獄の"
1,37,343791,"TV26","苦しい、疲弊する、休めない"
1,55,171098,"TV26","苦しむ、不自由"
1,34,615315,"TV26","きつい、窮屈な"
1,30,211056,"TV26","苦しい、つらい"
1,33,837258,"TV26","大変だ、厳しい、苦しい"
1,40,236761,"TV26","辛い、辞める、長い"
1,32,479382,"TV26","窮屈、苦しい"
1,31,177114,"TV26","長い、つらい、狭い"
2,35,487568,"TV26","息苦しい、大変だ"
1,39,131627,"TV26","きつい、地獄だ"
2,30,214891,"TV26","苦痛だ、辛い"
2,42,938806,"TV26","暗い、孤独な"
1,51,459279,"TV26","悲しい、現実的な、厳しい"
2,42,618221,"TV27","移りゆく、変化する"
2,38,854398,"TV27","幸せだ、温かい"
1,44,596296,"TV27","温かい、明るい、大きい"
1,28,714743,"TV27","色鮮やかな、めまぐるしい"
1,44,966384,"TV27","変わりやすい、変化する、めまぐるしい"
2,28,619505,"TV27","美しい、綺麗だ"
1,44,926083,"TV27","暖かい、暑い、寒い"
1,25,643750,"TV27","優しい、移ろいやすい、気が変わる"
2,30,834992,"TV27","嬉しい、ドキドキする"
2,46,596744,"TV27","春、幸福、暖かい"
1,34,229654,"TV27","柔軟な、爽やかな、寒い"
1,43,687473,"TV27","熱い、短い"
1,45,214246,"TV27","変化する、色とりどりだ、移ろいやすい"
1,50,974184,"TV27","移ろいやすい、儚い"
2,25,813515,"TV27","移り行くもの、変化"
1,40,268448,"TV27","寒い、熱い"
1,41,619118,"TV27","暖かい、心地よい"
2,53,379880,"TV27","変わりやすい、儚い、衰える"
1,51,697066,"TV27","変化する、移り変わる、４つ"
2,43,695517,"TV27","いつでも、大きい"
1,36,450316,"TV27","移る、変わる、美しい"
2,47,842234,"TV27","移ろいやすい、変化する、あてにならない"
1,57,992477,"TV27","艶やか、せつない"
1,43,864699,"TV27","色とりどりの　色鮮やかな"
2,47,517718,"TV27","通り過ぎる、美しい"
2,39,453182,"TV27","温かい、巡りだ"
2,38,737833,"TV27","激しい、燃える"
2,49,650129,"TV27","変わる、不安だ、飽きない"
1,35,132018,"TV27","途切れない、なくならない、流れる"
1,30,372370,"TV27","移り変わる、冷める"
2,46,417966,"TV27","移ろいやすい、変わりやすい、儚い"
1,39,541460,"TV27","変わる、終わる"
2,38,919589,"TV27","温かい、厳しい、変わる"
1,63,783967,"TV27","移り変わる、心地よい"
2,29,372821,"TV27","変わりやすい、様々だ、熱しやすい"
1,45,848301,"TV27","移り変わる、巡るめく"
1,37,343791,"TV27","移り気、変わりやすい、とどまらない"
1,55,171098,"TV27","変化する、遷ろい"
1,34,615315,"TV27","巡る、移ろう"
1,30,211056,"TV27","移ろう、変わる"
1,33,837258,"TV27","切り替わる、穏やかな、長い"
1,40,236761,"TV27","短い、愛おしい"
1,32,479382,"TV27","移り変わるもの、暑く寒く"
1,31,177114,"TV27","熱い、美しい、大きい"
2,35,487568,"TV27","移り変わる、いろいろだ"
1,39,131627,"TV27","おかしい、進んだ"
2,30,214891,"TV27","移り変わる、穏やかだ"
2,42,938806,"TV27","ひそやかだ、うれしい"
1,51,459279,"TV27","繰り返される、本能的、暖かい"
2,42,618221,"TV28","つらい、苦しい"
2,38,854398,"TV28","厳しい、苦しい、大きい"
1,44,596296,"TV28","多い、ひどい、暗い"
1,28,714743,"TV28","納める、集める"
1,44,966384,"TV28","決まった、重たい、等しく"
2,28,619505,"TV28","少ない、低い"
1,44,926083,"TV28","増える、延びる、納める"
1,25,643750,"TV28","厳しい、コツコツと"
2,30,834992,"TV28","苦しい、大変だ、高い"
2,46,596744,"TV28","負担、負債、義務"
1,34,229654,"TV28","面倒くさい、必要な、無駄な"
1,43,687473,"TV28","辛い、高い"
1,45,214246,"TV28","高い、重い、辛い"
1,50,974184,"TV28","厳しい、なくならない"
2,25,813515,"TV28","常識的な、厳しい"
1,40,268448,"TV28","きびしい、こわい"
1,41,619118,"TV28","ひどい、苦しい"
2,53,379880,"TV28","苦しい、厳しい、重い"
1,51,697066,"TV28","収める、定期、差し出す"
2,43,695517,"TV28","微々たる、重い"
1,36,450316,"TV28","課される、収める、寒い"
2,47,842234,"TV28","納める、面倒だ、高い"
1,57,992477,"TV28","もどかしい、うさんくさい"
1,43,864699,"TV28","主に捧げる　厳しい　少ない"
2,47,517718,"TV28","高い、払う、辛い"
2,39,453182,"TV28","淡い、少ない"
2,38,737833,"TV28","酷い、悲しみ"
2,49,650129,"TV28","納める、渡す、失う"
1,35,132018,"TV28","重い、苦しい、つらい"
1,30,372370,"TV28","納める、強制的な、必要な"
2,46,417966,"TV28","厳しい、長い、辛い"
1,39,541460,"TV28","支払う、強制される"
2,38,919589,"TV28","高い、搾取"
1,63,783967,"TV28","決まった、強制する、支払う"
2,29,372821,"TV28","幸せだ、豊かだ"
1,45,848301,"TV28","少しづつ、気持ちだけの"
1,37,343791,"TV28","決まりごと、約束、仕方なし"
1,55,171098,"TV28","義務、強制"
1,34,615315,"TV28","高い、苦しい"
1,30,211056,"TV28","払う、納める"
1,33,837258,"TV28","重い、大変な"
1,40,236761,"TV28","辛い、働く"
1,32,479382,"TV28","納めないといけないもの、避けて通れない"
1,31,177114,"TV28","つらい、重い、長い"
2,35,487568,"TV28","厳しい、つらい"
1,39,131627,"TV28","面倒だ、いやらしい"
2,30,214891,"TV28","辛い、重い"
2,42,938806,"TV28","重い、疲れる"
1,51,459279,"TV28","横柄な、高圧的な"
2,42,618221,"TV29","一つの、生きている"
2,38,854398,"TV29","丸い、赤い"
1,44,596296,"TV29","熱い、悲しい、不安だ"
1,28,714743,"TV29","綺麗な、生きている"
1,44,966384,"TV29","赤い、燃えている、儚い"
2,28,619505,"TV29","美しい、神秘的だ"
1,44,926083,"TV29","赤い、暖かい、綺麗だ"
1,25,643750,"TV29","美しい、妖しい、キレイ"
2,30,834992,"TV29","はかない、寒い"
2,46,596744,"TV29","怖い、幽霊"
1,34,229654,"TV29","丸い、不思議な"
1,43,687473,"TV29","奇妙だ、怪しい"
1,45,214246,"TV29","真っ赤だ、血の塊だ、燃え盛る"
1,50,974184,"TV29","赤い、丸い"
2,25,813515,"TV29","美しい、綺麗、怖い"
1,40,268448,"TV29","きれい、はかない"
1,41,619118,"TV29","赤い、怖い"
2,53,379880,"TV29","美しい、儚い、大きい"
1,51,697066,"TV29","声、魂、遊離"
2,43,695517,"TV29","怖い、儚い"
1,36,450316,"TV29","かたまり、縁起の悪い、空恐ろしい"
2,47,842234,"TV29","はかない、枯れる、短命だ"
1,57,992477,"TV29","美しい、妖しい"
1,43,864699,"TV29","淡い　激しく燃え滾る　美しい"
2,47,517718,"TV29","ゆらゆらしている、燃え盛る"
2,39,453182,"TV29","きれいだ、怖い"
2,38,737833,"TV29","不思議な、怖さ"
2,49,650129,"TV29","赤い、丸っこい、揺れる"
1,35,132018,"TV29","恐い、飛んでいる"
1,30,372370,"TV29","ほのかな、漂う"
2,46,417966,"TV29","美しい、儚い、小さい"
1,39,541460,"TV29","赤い、散りゆく"
2,38,919589,"TV29","切ない、儚い"
1,63,783967,"TV29","丸い、落ちる"
2,29,372821,"TV29","綺麗だ、儚い、脆い"
1,45,848301,"TV29","恐れ多い、尊い"
1,37,343791,"TV29","赤い、燃えるような"
1,55,171098,"TV29","落ちる、赤い"
1,34,615315,"TV29","儚い、綺麗な"
1,30,211056,"TV29","怖い、恐れる"
1,33,837258,"TV29","明るい、儚い"
1,40,236761,"TV29","赤い、小さい"
1,32,479382,"TV29","心、綺麗"
1,31,177114,"TV29","怖い、高い、大きい"
2,35,487568,"TV29","目立つ、明るい"
1,39,131627,"TV29","変だ、怪しげだ"
2,30,214891,"TV29","暗い、静かだ"
2,42,938806,"TV29","明るい、燃える"
1,51,459279,"TV29","暗い、恐ろしい"
2,42,618221,"TV30","動く、揺れる"
2,38,854398,"TV30","厳しい、かたい"
1,44,596296,"TV30","正しい、正確、冷たい"
1,28,714743,"TV30","公平な、ジャッジをする"
1,44,966384,"TV30","公平だ、安定している、正しい"
2,28,619505,"TV30","公平だ、中立だ"
1,44,926083,"TV30","正しい、間違い、ちょうどよい"
1,25,643750,"TV30","難しい、厳しい、正確な"
2,30,834992,"TV30","怖い、正確だ"
2,46,596744,"TV30","正確な、絶対的な"
1,34,229654,"TV30","公平な、公正な、権威的な"
1,43,687473,"TV30","辛い、苦しい"
1,45,214246,"TV30","ぶれる、揺れる、迷う"
1,50,974184,"TV30","測りやすい、公平だ"
2,25,813515,"TV30","神が知るもの、運命"
1,40,268448,"TV30","偏らない、不安定"
1,41,619118,"TV30","厳しい、不安だ"
2,53,379880,"TV30","危うい、難しい、悩む"
1,51,697066,"TV30","バランス、行ったり来たり、測定"
2,43,695517,"TV30","公平、怖い"
1,36,450316,"TV30","傾く、揺らぐ、張り詰める"
2,47,842234,"TV30","難しい、判断しにくい、迷う"
1,57,992477,"TV30","あいまい、うそさくい"
1,43,864699,"TV30","重りを司る　決断を下す　慎重に物事を測る"
2,47,517718,"TV30","釣り合う、揺れている"
2,39,453182,"TV30","動き、平等だ"
2,38,737833,"TV30","正当な、正しさ"
2,49,650129,"TV30","判断する、決める、考える"
1,35,132018,"TV30","難しい、迷う"
1,30,372370,"TV30","振れる、傾く"
2,46,417966,"TV30","難しい、平等だ"
1,39,541460,"TV30","判定する、公正である"
2,38,919589,"TV30","公平、揺らぐ"
1,63,783967,"TV30","平等な、判断する"
2,29,372821,"TV30","難しい、賢い"
1,45,848301,"TV30","どちらとも言えない、決めかねる"
1,37,343791,"TV30","平等、揺れ動く"
1,55,171098,"TV30","公平、中立"
1,34,615315,"TV30","傾く、揺れる"
1,30,211056,"TV30","公平だ、判断する"
1,33,837258,"TV30","はっきりとしてる、平等の、公平な"
1,40,236761,"TV30","正しい、冷たい、客観的だ"
1,32,479382,"TV30","裁き、許しをこう"
1,31,177114,"TV30","難しい、重い、怖い"
2,35,487568,"TV30","公平だ、平等だ"
1,39,131627,"TV30","平等だ、気まぐれだ"
2,30,214891,"TV30","公平だ、水平だ"
2,42,938806,"TV30","正しい、あきらかだ"
1,51,459279,"TV30","客観的な、大雑把な、公平な"
2,42,618221,"TV31","かたい、かたくなだ"
2,38,854398,"TV31","小さい、古い"
1,44,596296,"TV31","硬い、汚い、ゆっくりと"
1,28,714743,"TV31","固い、絞る"
1,44,966384,"TV31","古い、汚い、臭い"
2,28,619505,"TV31","遅い、静かだ"
1,44,926083,"TV31","汚い、絞る、臭い"
1,25,643750,"TV31","汚い、遅い"
2,30,834992,"TV31","薄汚い、嫌い、匂う"
2,46,596744,"TV31","黒っぽい、のんびりした"
1,34,229654,"TV31","遅い、丈夫な、頑丈な"
1,43,687473,"TV31","汚い、臭い"
1,45,214246,"TV31","ゆっくり、丁寧だ、重たい"
1,50,974184,"TV31","くさい、汚い、乾かない"
2,25,813515,"TV31","のろい、汚い"
1,40,268448,"TV31","おそい、しぶとい"
1,41,619118,"TV31","臭い、汚い"
2,53,379880,"TV31","遅い、長持ちする、強い"
1,51,697066,"TV31","臆病、遅い、"
2,43,695517,"TV31","堅い、掃除"
1,36,450316,"TV31","かたい、鈍い、くさい"
2,47,842234,"TV31","臭い、汚い、長持ちする"
1,57,992477,"TV31","きたない、きれい"
1,43,864699,"TV31","鈍い　臭い　ボロ"
2,47,517718,"TV31","ガチガチだ、硬い"
2,39,453182,"TV31","のろい、固い"
2,38,737833,"TV31","汚い、醜い"
2,49,650129,"TV31","拭く、汚れている、目立たない"
1,35,132018,"TV31","固い、くさい"
1,30,372370,"TV31","古い、汚れる"
2,46,417966,"TV31","汚い、のろい、ぼろい"
1,39,541460,"TV31","臭い、丈夫である"
2,38,919589,"TV31","臭い、汚い"
1,63,783967,"TV31","ボロボロだ、きたない"
2,29,372821,"TV31","収まる、小さい"
1,45,848301,"TV31","固い、動かない"
1,37,343791,"TV31","固い、使い古された"
1,55,171098,"TV31","遅い、ゆっくり"
1,34,615315,"TV31","汚れた、長命な"
1,30,211056,"TV31","汚い、臭い"
1,33,837258,"TV31","硬い、重い、遅い"
1,40,236761,"TV31","汚い、臭い"
1,32,479382,"TV31","汚い、触りたくない"
1,31,177114,"TV31","汚い、臭い、怖い"
2,35,487568,"TV31","臭い、汚い"
1,39,131627,"TV31","固い、おかしい"
2,30,214891,"TV31","遅い、臭い"
2,42,938806,"TV31","のろい、待つ"
1,51,459279,"TV31","平らな、哀れな、汚れた"
2,42,618221,"TV32","見えない、塞がれる"
2,38,854398,"TV32","狭い、白い"
1,44,596296,"TV32","冷たい、怖い、暗い"
1,28,714743,"TV32","大きい、消えない"
1,44,966384,"TV32","真っ暗の、晴れない、見通せない"
2,28,619505,"TV32","大きい、多い"
1,44,926083,"TV32","怖い、見づらい、白い"
1,25,643750,"TV32","見えない、立ちはだかる、濃い"
2,30,834992,"TV32","暗い、思いわずらう、憂う"
2,46,596744,"TV32","不安定な、不正確"
1,34,229654,"TV32","怖い、白い、見えづらい"
1,43,687473,"TV32","重い、暗い"
1,45,214246,"TV32","薄暗い、深い、真っ暗だ"
1,50,974184,"TV32","見えない、白い"
2,25,813515,"TV32","見えない、不安、不透明"
1,40,268448,"TV32","強い、大きい"
1,41,619118,"TV32","心細い、見えない"
2,53,379880,"TV32","限りない、怖い、嫌だ"
1,51,697066,"TV32","見えない、白い、"
2,43,695517,"TV32","濃い、深い、暗い"
1,36,450316,"TV32","立ちこめる、見えない、手を伸ばす"
2,47,842234,"TV32","見えない、辛い、暗い"
1,57,992477,"TV32","見えない、不確かだ"
1,43,864699,"TV32","心を覆い隠す　先の見えない　晴れ間のない"
2,47,517718,"TV32","見えない、心配だ"
2,39,453182,"TV32","暗い、見えない"
2,38,737833,"TV32","分かりにくい、不明瞭な"
2,49,650129,"TV32","立ちはだかる、纏わりつく、晴れない"
1,35,132018,"TV32","見えにくい、はっきりしない、立ち込める"
1,30,372370,"TV32","漂う、見えない、形のない"
2,46,417966,"TV32","怖い、見えない、恐ろしい"
1,39,541460,"TV32","見えない、深い"
2,38,919589,"TV32","見えない、わからない"
1,63,783967,"TV32","見えない、迷う"
2,29,372821,"TV32","辛い、わかりにくい、果てしない"
1,45,848301,"TV32","先の見えない、晴れない"
1,37,343791,"TV32","見え隠れ、覆われる、"
1,55,171098,"TV32","見えない、怖い"
1,34,615315,"TV32","見えない、掴み所が無い"
1,30,211056,"TV32","見えない、暗い"
1,33,837258,"TV32","先が見えない、分からない、晴れそうにない"
1,40,236761,"TV32","怖い、立ちすくむ"
1,32,479382,"TV32","見えない、恐怖"
1,31,177114,"TV32","怖い、恐ろしい、深い"
2,35,487568,"TV32","立ち込める、重たい"
1,39,131627,"TV32","怖い、不安だ"
2,30,214891,"TV32","見えない、覆う"
2,42,938806,"TV32","濃い、怖い"
1,51,459279,"TV32","薄暗い、見通しが悪い、しつこい"
2,42,618221,"TV33","屈強な、頑固な"
2,38,854398,"TV33","大きい、難しい、細かい"
1,44,596296,"TV33","高い、屈強だ、正確"
1,28,714743,"TV33","積み上げる、壊れやすい"
1,44,966384,"TV33","大きい、統一された、壊れない"
2,28,619505,"TV33","整う、機械的だ"
1,44,926083,"TV33","理屈っぽい、難しい、大きい"
1,25,643750,"TV33","頑丈だ、大きい、高い"
2,30,834992,"TV33","硬い、頑固な"
2,46,596744,"TV33","堅苦しい、整然"
1,34,229654,"TV33","精密な、明確な、堅苦しい"
1,43,687473,"TV33","硬い、強い"
1,45,214246,"TV33","階段だ、積み上げる、考える"
1,50,974184,"TV33","細かい、積み上げる"
2,25,813515,"TV33","固い、順序よく"
1,40,268448,"TV33","堅苦しい、強い"
1,41,619118,"TV33","硬い、強い"
2,53,379880,"TV33","揺るがない、固い、頑丈だ"
1,51,697066,"TV33","積み上げる、住む、建てる"
